Source,Target,Source_repo,Target_repo
916565,919267,requirements,keystoneauth
916565,919266,requirements,keystone
916565,919265,requirements,kayobe
916565,919264,requirements,ironic
916565,919263,requirements,ideas
916565,919262,requirements,i18n
916565,919261,requirements,horizon
916565,919260,requirements,heat
916565,919259,requirements,hacking
916565,919258,requirements,grenade
916565,919257,requirements,governance
916565,919256,requirements,glance
916565,919255,requirements,futurist
916565,919254,requirements,freezer
916565,919253,requirements,etcd3gw
916565,919252,requirements,election
916565,919251,requirements,devstack
916565,919250,requirements,designate
916565,919249,requirements,debtcollector
916565,919248,requirements,cyborg
916565,919247,requirements,coverage2sql
916565,919246,requirements,constellations
916565,919245,requirements,codegenerator
916565,919244,requirements,cloudkitty
916565,919243,requirements,cliff
916565,919242,requirements,cinder
916565,919241,requirements,charms.ceph
916565,919240,requirements,ceilometermiddleware
916565,919239,requirements,ceilometer
916565,919238,requirements,castellan
916565,919237,requirements,bugdaystats
916565,919236,requirements,blazar
916565,919235,requirements,bifrost
916565,919234,requirements,bashate
916565,919233,requirements,barbican
916565,919232,requirements,automaton
916565,919231,requirements,aodh
916565,919230,requirements,adjutant
919211,919227,governance,openstack-manuals
919211,919225,governance,releases
919211,919223,governance,project-config
919211,919221,governance,requirements
821732,918650,tempest,nova
918976,918977,kolla-ansible,kolla-ansible
918974,918976,kolla,kolla-ansible
918952,918957,devstack-plugin-ceph,nova
918952,918956,devstack-plugin-ceph,manila
918952,918955,devstack-plugin-ceph,glance
918952,918954,devstack-plugin-ceph,cinder
916565,918944,requirements,mistral-tempest-plugin
916565,918943,requirements,mistral-specs
916565,918942,requirements,mistral-lib
916565,918941,requirements,mistral-extra
916565,918940,requirements,mistral-dashboard
916565,918939,requirements,mistral
916565,918938,requirements,microversion-parse
916565,918937,requirements,metalsmith
916565,918936,requirements,masakari-specs
916565,918935,requirements,masakari-monitors
916565,918934,requirements,masakari-dashboard
916565,918933,requirements,masakari
916565,918932,requirements,manila-ui
916565,918931,requirements,manila-test-image
916565,918930,requirements,manila-tempest-plugin
916565,918929,requirements,manila-specs
916565,918928,requirements,manila-image-elements
916565,918927,requirements,manila
916565,918926,requirements,magnum-ui
916565,918925,requirements,magnum-tempest-plugin
916565,918924,requirements,magnum-specs
916565,918923,requirements,magnum-capi-helm
916565,918922,requirements,magnum
916565,918921,requirements,ldappool
916565,918920,requirements,large-scale
916565,918919,requirements,kuryr-tempest-plugin
916565,918918,requirements,kuryr-libnetwork
916565,918917,requirements,kuryr-kubernetes
916565,918916,requirements,kuryr
916565,918915,requirements,kolla-ansible
916565,918914,requirements,kolla
916565,918913,requirements,keystone-tempest-plugin
916565,918912,requirements,keystone-specs
916565,918911,requirements,keystonemiddleware
916565,918910,requirements,keystoneauth
916565,918909,requirements,keystone
916565,918908,requirements,kayobe-config-dev
916565,918907,requirements,kayobe-config
916565,918906,requirements,kayobe
916565,918905,requirements,ironic-ui
916565,918904,requirements,ironic-tempest-plugin
916565,918903,requirements,ironic-specs
916565,918902,requirements,ironic-python-agent-builder
916565,918901,requirements,ironic-python-agent
916565,918900,requirements,ironic-prometheus-exporter
916565,918899,requirements,ironic-lib
916565,918898,requirements,ironic-inspector-specs
916565,918897,requirements,ironic-inspector
916565,918896,requirements,ironic
916565,918895,requirements,ideas
916565,918894,requirements,i18n
916565,918893,requirements,horizon
916565,918892,requirements,heat-translator
916565,918891,requirements,heat-tempest-plugin
916565,918890,requirements,heat-specs
916565,918889,requirements,heat-dashboard
916565,918888,requirements,heat-cfntools
916565,918887,requirements,heat-agents
916565,918886,requirements,heat
916565,918885,requirements,ha-guide
916565,918884,requirements,hacking
916565,918883,requirements,grenade
916565,918882,requirements,governance-website
916565,918881,requirements,governance-sigs
916565,918880,requirements,governance
916565,918879,requirements,goal-tools
916565,918878,requirements,glance-tempest-plugin
916565,918877,requirements,glance_store
916565,918876,requirements,glance-specs
916565,918875,requirements,glance
916565,918874,requirements,futurist
916565,918873,requirements,freezer-web-ui
916565,918872,requirements,freezer-tempest-plugin
916565,918871,requirements,freezer-specs
916565,918870,requirements,freezer-dr
916565,918869,requirements,freezer-api
916565,918868,requirements,freezer
916565,918867,requirements,etcd3gw
916565,918866,requirements,eslint-config-openstack
916565,918865,requirements,election
916565,918864,requirements,ec2api-tempest-plugin
916565,918863,requirements,ec2-api
916565,918862,requirements,diskimage-builder
916565,918861,requirements,devstack-tools
916565,918860,requirements,devstack-plugin-nfs
916565,918859,requirements,devstack-plugin-ceph
916565,918858,requirements,devstack
916565,918857,requirements,designate-tempest-plugin
916565,918856,requirements,designate-specs
916565,918855,requirements,designate-dashboard
916565,918854,requirements,designate
916565,918853,requirements,debtcollector
916565,918852,requirements,cyborg-tempest-plugin
916565,918851,requirements,cyborg-specs
916565,918850,requirements,cyborg
916565,918849,requirements,coverage2sql
916565,918848,requirements,contributor-guide
916565,918847,requirements,constellations
916565,918846,requirements,codegenerator
916565,918845,requirements,cloudkitty-tempest-plugin
916565,918844,requirements,cloudkitty-specs
916565,918843,requirements,cloudkitty-dashboard
916565,918842,requirements,cloudkitty
916565,918841,requirements,cliff
916565,918840,requirements,cinder-tempest-plugin
916565,918839,requirements,cinder-specs
916565,918838,requirements,cinder
916565,918837,requirements,ci-log-processing
916565,918836,requirements,charms.openstack
916565,918835,requirements,charms.ceph
916565,918834,requirements,ceilometermiddleware
916565,918833,requirements,ceilometer
916565,918832,requirements,castellan
916565,918831,requirements,bugdaystats
916565,918830,requirements,blazar-tempest-plugin
916565,918829,requirements,blazar-specs
916565,918828,requirements,blazar-nova
916565,918827,requirements,blazar-dashboard
916565,918826,requirements,blazar
916565,918825,requirements,bifrost
916565,918824,requirements,bashate
916565,918823,requirements,barbican-ui
916565,918822,requirements,barbican-tempest-plugin
916565,918821,requirements,barbican-specs
916565,918820,requirements,barbican
916565,918819,requirements,auto-scaling-sig
916565,918818,requirements,automaton
916565,918817,requirements,arch-design
916565,918816,requirements,api-site
916565,918815,requirements,api-sig
916565,918814,requirements,aodh
916565,918813,requirements,adjutant-ui
916565,918812,requirements,adjutant
918702,918777,manila-tempest-plugin,manila
857978,918726,designate,designate-tempest-plugin
921589,918661,trove-tempest-plugin,trove
918457,918458,tempest,nova
918470,918457,nova,tempest
918452,918454,grenade,nova
903586,918176,blazar,kolla-ansible
903586,918175,blazar,kolla-ansible
909188,918285,kolla-ansible,kolla-ansible
909224,918285,kolla-ansible,kolla-ansible
909203,918285,kolla-ansible,kolla-ansible
909201,918285,kolla-ansible,kolla-ansible
914144,918133,openstack-ansible-plugins,openstack-ansible-os_zun
914144,918130,openstack-ansible-plugins,openstack-ansible-os_manila
914144,918127,openstack-ansible-plugins,openstack-ansible-os_mistral
914144,918123,openstack-ansible-plugins,openstack-ansible-os_masakari
914144,918119,openstack-ansible-plugins,openstack-ansible-os_magnum
914144,918115,openstack-ansible-plugins,openstack-ansible-os_ironic
914144,918112,openstack-ansible-plugins,openstack-ansible-os_designate
914144,918109,openstack-ansible-plugins,openstack-ansible-os_cloudkitty
914144,917998,openstack-ansible-plugins,openstack-ansible-os_blazar
914144,917948,openstack-ansible-plugins,openstack-ansible-os_aodh
914188,917947,openstack-ansible,openstack-ansible-os_aodh
917935,917936,neutron-tempest-plugin,neutron-fwaas
917831,917873,requirements,rpm-packaging
917831,917871,requirements,kolla
918118,917852,ironic,ironic-python-agent
917751,917672,openstack-helm,openstack-helm-infra
921510,917397,magnum-ui,magnum-ui
921504,917397,magnum-ui,magnum-ui
909300,917257,requirements,neutron
921993,917257,neutron,neutron
914144,917226,openstack-ansible-plugins,openstack-ansible-os_trove
909243,917088,cinder,kolla-ansible
909188,917168,kolla-ansible,kolla-ansible
917019,917038,neutron,devstack
917014,917015,openstack-ansible,openstack-ansible-ceph_client
916959,916957,loci,openstack-helm-images
916954,916956,project-config,openstack-zuul-jobs
909242,916774,cinder,kolla-ansible
914188,916917,openstack-ansible,openstack-ansible-openstack_hosts
914144,916882,openstack-ansible-plugins,openstack-ansible-os_barbican
914144,916878,openstack-ansible-plugins,openstack-ansible-os_keystone
916857,916858,openstack-helm-infra,openstack-helm
907675,916838,rally,rally-openstack
914144,916827,openstack-ansible-plugins,openstack-ansible-os_heat
914144,916820,openstack-ansible-plugins,openstack-ansible-os_glance
916810,916649,openstack-ansible,openstack-ansible-ops
916810,916647,openstack-ansible,openstack-ansible-os_magnum
919551,916095,horizon,horizon
916161,916164,releases,aodh
916161,916163,releases,requirements
916919,916105,neutron-tempest-plugin,neutron
916330,916105,tempest,neutron
916007,916009,project-config,governance
915492,915834,taskflow,octavia
916148,915784,openstack-helm,openstack-helm-infra
914168,915769,manila,manila
915784,915753,openstack-helm-infra,openstack-helm
915991,915467,neutron-vpnaas,neutron
912466,915463,manila-tempest-plugin,manila
915447,915397,openstack-helm,openstack-helm-infra
919920,915393,tempest,whitebox-tempest-plugin
914473,915370,neutron-lib,neutron
915282,915283,octavia-lib,octavia
920770,915212,manila-tempest-plugin,devstack-plugin-ceph
914906,915178,openstack-helm-infra,openstack-helm
909300,915161,requirements,neutron
914950,915130,governance,project-config
915374,915097,python-openstackclient,openstacksdk
784379,915052,openstack-ansible,openstack-ansible-os_trove
915175,914914,tempest,cinder
914999,914906,openstack-helm-infra,openstack-helm-infra
914619,914882,releases,openstack-manuals
914855,914854,kolla,kolla-ansible
914228,914678,trove,trove
915069,914749,designate-tempest-plugin,designate
913952,914733,releases,tempest
914536,914699,openstack-helm-images,openstack-helm
914693,914699,openstack-helm-images,openstack-helm
914694,914699,openstack-helm-infra,openstack-helm
914693,914694,openstack-helm-images,openstack-helm-infra
917148,914692,openstack-ansible,openstack-ansible-rabbitmq_server
914649,914691,openstack-ansible,openstack-ansible-galera_server
915080,914691,ansible-role-uwsgi,openstack-ansible-galera_server
914859,914544,openstack-ansible,openstack-ansible-os_neutron
914542,914536,openstack-helm,openstack-helm-images
914051,914399,openstack-helm-infra,openstack-helm
914690,914114,grenade,grenade
914687,914114,grenade,grenade
914685,914114,grenade,grenade
918426,914108,oslo.log,devstack
914144,914100,openstack-ansible-plugins,openstack-ansible-os_cinder
914520,914089,keystone,keystone-tempest-plugin
914115,914089,devstack,keystone-tempest-plugin
912768,914014,openstack-ansible,openstack-ansible-os_neutron
912768,914013,openstack-ansible,openstack-ansible-os_neutron
913718,914032,openstack-helm-infra,openstack-helm
913935,914027,openstack-helm-infra,openstack-helm
920279,913993,kolla,kolla-ansible
913854,913939,election,governance
913854,913912,election,governance
919925,913878,kayobe,kayobe
913749,913505,devstack,neutron
910240,913585,governance,project-config
913524,913525,openstack-zuul-jobs,designate
859446,913439,openstack-ansible,openstack-ansible-os_horizon
912768,912754,openstack-ansible,openstack-ansible-os_neutron
912768,912753,openstack-ansible,openstack-ansible-os_neutron
913273,913274,releases,project-config
920312,912979,openstack-zuul-jobs,ironic-python-agent
914220,912763,magnum,magnum-tempest-plugin
912768,912762,openstack-ansible,openstack-ansible-os_neutron
912682,912683,kolla,kolla-ansible
913999,912489,keystone,tempest
912768,912481,openstack-ansible,openstack-ansible-os_neutron
859446,912370,openstack-ansible,openstack-ansible-os_skyline
911703,912358,kolla,kolla-ansible
911703,912341,kolla,kolla-ansible
859446,912332,openstack-ansible,openstack-ansible-os_skyline
912309,912310,project-config,openstack-zuul-jobs
920058,912292,openstack-ansible,openstack-ansible-os_cloudkitty
912283,912284,project-config,openstack-zuul-jobs
911627,911625,oslo.service,neutron
911584,911602,openstack-ansible,openstack-ansible
911621,911602,openstack-ansible,openstack-ansible
911096,911095,magnum,magnum-tempest-plugin
911093,911094,kolla,kolla-ansible
826870,911040,puppet-oslo,puppet-zaqar
826869,911039,puppet-oslo,puppet-zaqar
900217,911009,openstack-ansible-plugins,openstack-ansible-galera_server
911150,911009,openstack-ansible,openstack-ansible-galera_server
903095,911002,cinder,cinder
910978,910979,project-config,openstack-zuul-jobs
910581,910960,governance,codegenerator
911081,910889,neutron-tempest-plugin,neutron
905145,910841,governance,magnum
905145,910840,governance,sahara-image-elements
905145,910839,governance,self-healing-sig
905145,910838,governance,solum
905145,910837,governance,requirements
901513,910832,neutron,neutron-tempest-plugin
910523,910688,releases,election
913448,910664,openstacksdk,python-openstackclient
903178,910604,kolla-ansible,kolla-ansible
902057,910604,kolla,kolla-ansible
903178,910603,kolla-ansible,kolla-ansible
902057,910603,kolla,kolla-ansible
903178,910602,kolla-ansible,kolla-ansible
902057,910602,kolla,kolla-ansible
910594,910596,neutron,python-openstackclient
910580,910581,project-config,governance
909841,910570,devstack,cinder
857003,910511,kolla-ansible,kayobe
910347,910509,ansible-collection-kolla,kayobe
910601,910509,kolla-ansible,kayobe
910503,910509,kolla-ansible,kayobe
899615,910509,kolla-ansible,kayobe
899592,910509,kolla-ansible,kayobe
899615,910503,kolla-ansible,kolla-ansible
910240,910299,governance,releases
911584,910188,openstack-ansible,ansible-role-uwsgi
910239,910240,project-config,governance
910044,910059,ansible-role-collect-logs,tripleo-ci
910099,910059,neutron,tripleo-ci
910075,910053,project-config,openstack-tempest-skiplist
910018,910019,project-config,governance
910247,910008,requirements,openstack-zuul-jobs
910241,910008,requirements,openstack-zuul-jobs
910242,910008,requirements,openstack-zuul-jobs
910243,910008,requirements,openstack-zuul-jobs
910244,910008,requirements,openstack-zuul-jobs
910245,910008,requirements,openstack-zuul-jobs
910246,910008,requirements,openstack-zuul-jobs
910217,909973,devstack-plugin-nfs,tempest
913724,909912,kolla-ansible,kolla-ansible
915901,909912,kolla-ansible,kolla-ansible
909910,909911,kolla-ansible,kayobe
909902,909911,requirements,kayobe
909865,909910,kolla,kolla-ansible
898238,909860,neutron,neutron-tempest-plugin
910473,909847,devstack,cinder
909513,909847,cinder,cinder
899453,909847,python-glanceclient,cinder
911004,909847,cinder,cinder
911047,909847,tempest,cinder
909842,909843,octavia,octavia-tempest-plugin
909444,909817,magnum-tempest-plugin,magnum
907489,909808,neutron,neutron
907915,909808,neutron,neutron
909694,909780,openstack-ansible,openstack-ansible-os_neutron
909769,909768,keystone,devstack
909767,909768,tempest,devstack
909692,909686,ansible-collection-kolla,kayobe
910016,909686,kolla-ansible,kayobe
910017,909686,kayobe-config-dev,kayobe
910501,909686,kolla-ansible,kayobe
902772,909671,kayobe,kayobe
921510,909519,magnum-ui,magnum-ui
921504,909519,magnum-ui,magnum-ui
890509,909513,glance,cinder
909300,909316,requirements,neutron
909314,909315,requirements,ironic
909303,909308,project-config,openstack-zuul-jobs
914934,909238,keystone-tempest-plugin,keystone
909188,909224,kolla-ansible,kolla-ansible
909188,909222,kolla-ansible,kolla-ansible
909188,909203,kolla-ansible,kolla-ansible
909188,909201,kolla-ansible,kolla-ansible
915901,909188,kolla-ansible,kolla-ansible
909134,909171,project-config,cookbook-openstack-telemetry
909134,909170,project-config,openstack-chef-specs
909134,909168,project-config,openstack-chef
909134,909167,project-config,cookbook-openstack-network
909134,909166,project-config,cookbook-openstack-ops-database
909134,909165,project-config,cookbook-openstack-orchestration
909134,909164,project-config,cookbook-openstack-ops-messaging
909134,909163,project-config,cookbook-openstack-identity
909134,909162,project-config,cookbook-openstack-image
909134,909161,project-config,cookbook-openstack-dns
909134,909160,project-config,cookbook-openstack-integration-test
909134,909159,project-config,cookbook-openstackclient
909134,909158,project-config,cookbook-openstack-common
909134,909157,project-config,cookbook-openstack-compute
909134,909156,project-config,cookbook-openstack-dashboard
909134,909155,project-config,cookbook-openstack-block-storage
909134,909154,project-config,cookbook-openstack-application-catalog
909134,909153,project-config,cookbook-openstack-bare-metal
909134,909152,project-config,cookbook-openstack-client
909075,909121,neutron,kolla-ansible
910595,909115,manila,manila
900453,908940,manila-tempest-plugin,devstack-plugin-ceph
915146,908940,devstack-plugin-ceph,devstack-plugin-ceph
909255,908940,devstack-plugin-ceph,devstack-plugin-ceph
907614,908940,devstack-plugin-ceph,devstack-plugin-ceph
920770,908940,manila-tempest-plugin,devstack-plugin-ceph
900671,909047,cinder,cinder
909184,909004,puppet-openstack-integration,puppet-swift
908981,908982,openstack-ansible-plugins,openstack-ansible
908913,908941,kolla,kolla-ansible
908897,908909,manila,python-manilaclient
908897,908907,manila,manila
911064,908815,openstack-ansible-tests,ansible-role-systemd_networkd
911050,908815,openstack-ansible,ansible-role-systemd_networkd
910220,908699,openstack-ansible,openstack-ansible-os_nova
857961,908686,manila-tempest-plugin,manila
908578,908581,cinder,kolla-ansible
908572,908573,devstack,neutron
912773,908501,magnum-tempest-plugin,magnum
911621,908498,openstack-ansible,openstack-ansible
878321,908301,neutron-vpnaas,neutron-lib
908249,908250,kolla,kolla-ansible
907274,908198,kolla-ansible,kayobe
914400,908191,manila,manila
914168,908191,manila,manila
915304,908191,manila,manila
915305,908191,manila,manila
915306,908191,manila,manila
915307,908191,manila,manila
915308,908191,manila,manila
916010,908191,manila,manila
916013,908191,manila,manila
914909,908191,manila,manila
908190,908039,openstack-zuul-jobs,nova
908868,907993,openstack-helm,openstack-helm-infra
907905,907906,openstack-helm-images,openstack-helm-infra
901695,907901,kolla-ansible,kolla
908779,907707,monasca-kibana-plugin,monasca-api
892608,907139,cinder,cinder
907494,907495,cinder,kolla-ansible
907631,907455,openstack-helm-infra,openstack-helm
907453,907455,openstack-helm-infra,openstack-helm
911105,907313,neutron-tempest-plugin,neutron
912273,907313,neutron-lib,neutron
907243,907247,requirements,ironic-inspector
908521,907245,openstack-ansible,openstack-ansible-os_neutron
902753,907233,neutron-tempest-plugin,neutron
902638,907232,neutron-tempest-plugin,neutron
902753,907229,neutron-tempest-plugin,neutron
902638,907228,neutron-tempest-plugin,neutron
902753,907225,neutron-tempest-plugin,neutron
902638,907224,neutron-tempest-plugin,neutron
907110,907111,devstack,glance
899871,907110,glance,devstack
906516,906821,kolla,kolla-ansible
909120,906788,ironic,networking-baremetal
903586,906766,blazar,kolla-ansible
839643,906751,pyeclib,pyeclib
906376,906635,ironic,bifrost
906627,906628,neutron-lib,neutron
909616,906477,barbican-tempest-plugin,barbican
906153,906393,cinder-tempest-plugin,cinder
906858,906386,kolla-ansible,kayobe
906339,906347,kolla,kolla-ansible
900671,906260,cinder,cinder
900671,906259,cinder,cinder
906601,906174,swift,requirements
906071,906070,project-config,ironic-inspector
851509,906020,neutron,neutron-tempest-plugin
893509,905840,tap-as-a-service,neutron
895603,905840,neutron-lib,neutron
890693,905791,devstack,nova
890693,905743,devstack,ironic
907497,905652,monasca-common,monasca-api
905764,904978,requirements,designate
904816,905611,charm-vault,charm-guide
905580,905590,kolla,kolla-ansible
901480,905574,vitrage-tempest-plugin,vitrage
845756,905421,neutron-fwaas,neutron-tempest-plugin
905314,905246,nova,requirements
916581,905199,openstack-ansible-ops,openstack-ansible-os_magnum
908766,905199,openstack-ansible,openstack-ansible-os_magnum
907398,905192,ironic,bifrost
901480,905178,vitrage-tempest-plugin,vitrage
905152,905154,election,releases
905145,905147,governance,releases
904981,905131,kolla,kolla-ansible
908923,905129,os-brick,cinder
905127,905129,os-brick,cinder
874689,905129,os-brick,cinder
902009,905119,ironic,ironic-inspector
905189,905117,kolla,kolla-ansible
905074,905073,openstack-zuul-jobs,octavia
905555,905062,senlin,senlin
900529,905004,openstack-ansible-plugins,openstack-ansible
905555,904947,senlin,senlin
904786,904876,openstack-ansible,openstack-ansible-os_blazar
878794,904876,openstack-ansible-plugins,openstack-ansible-os_blazar
904713,904710,neutron,neutron-tempest-plugin
904707,904708,tempest,cinder-tempest-plugin
904264,904728,kolla,kolla-ansible
904263,904728,kolla,kolla-ansible
904262,904728,kolla,kolla-ansible
904261,904728,kolla,kolla-ansible
902057,904728,kolla,kolla-ansible
904264,904727,kolla,kolla-ansible
904263,904727,kolla,kolla-ansible
904262,904727,kolla,kolla-ansible
904261,904727,kolla,kolla-ansible
902057,904727,kolla,kolla-ansible
904264,904726,kolla,kolla-ansible
904263,904726,kolla,kolla-ansible
904262,904726,kolla,kolla-ansible
904261,904726,kolla,kolla-ansible
902057,904726,kolla,kolla-ansible
904264,904725,kolla,kolla-ansible
904263,904725,kolla,kolla-ansible
904262,904725,kolla,kolla-ansible
904261,904725,kolla,kolla-ansible
902057,904725,kolla,kolla-ansible
904377,904705,openstack-helm-infra,openstack-helm
904752,904656,aodh,python-aodhclient
918946,904612,openstack-zuul-jobs,osc-placement
904579,904581,openstack-ansible,openstack-ansible
905858,904576,kolla-ansible,kolla
904568,904569,nova,python-openstackclient
904490,904569,openstacksdk,python-openstackclient
900399,904517,openstack-ansible,openstack-ansible-os_octavia
904568,904490,nova,openstacksdk
904469,904472,cinder,cinder-tempest-plugin
914228,904255,trove,trove
904086,904261,kolla-ansible,kolla
903178,904221,kolla-ansible,kolla-ansible
902057,904221,kolla,kolla-ansible
904264,904170,kolla,kolla-ansible
904263,904170,kolla,kolla-ansible
904262,904170,kolla,kolla-ansible
904261,904170,kolla,kolla-ansible
902057,904170,kolla,kolla-ansible
904431,904068,ansible-collection-kolla,kolla-ansible
904044,904045,kayobe-config-dev,kayobe
904037,904038,kayobe-config-dev,kayobe
892253,903908,tempest,devstack
871836,903897,ovsdbapp,neutron
903879,903881,openstacksdk,designate-dashboard
903721,903722,devstack,tempest
902730,903721,keystone,devstack
908524,903713,keystone,keystone-tempest-plugin
835104,903677,virtualbmc,bifrost
903562,903608,openstack-helm-infra,openstack-helm
903545,903544,openstack-ansible,openstack-ansible-haproxy_server
904303,903544,openstack-ansible,openstack-ansible-haproxy_server
905321,903543,openstack-ansible,openstack-ansible-os_ironic
